Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
26783,1.108774483,0.09592928,0.716665461,1.31873195,-0.250818745,0.352748117,-0.241420354,0.190380081,0.198085787,-0.011975503,1.148961956,1.530101988,0.31477211,-0.035066253,-0.942081029,-0.498558484,-0.009971675,-0.416382677,-0.108125732,-0.152694229,0.002864782,0.288156655,-0.089151765,0.048537228,0.61864837,-0.287458836,0.056808123,0.010258139,4.5,0
26783,-2.924655583,-2.84521353,1.639489955,1.61400478,3.511173941,-3.219219941,-1.95494178,0.203211545,-0.414361993,-0.151556362,-0.191478151,0.151447906,0.3595454,-0.144616004,1.563336136,-0.10274903,0.443688819,0.115054118,0.974631083,1.121653065,0.128940294,-0.761520828,0.712539017,0.334109391,-0.280103383,0.194683778,-0.034478469,0.216656156,9.08,0
26784,1.192836258,0.097713811,-0.336187238,0.19977966,0.401279802,0.011102591,0.250176152,0.020733036,-0.357454112,0.063543627,0.928235984,0.644264094,-0.191223713,0.717247842,0.405346206,0.188320044,-0.506044932,-0.526392201,0.342769805,-0.048594244,-0.342334807,-1.105011937,0.036303934,-0.826618565,0.272309096,0.199590322,-0.060151558,-0.007483585,38.9,0
26785,0.715351851,-0.736565298,-1.551927115,0.265585575,2.035795595,3.364276675,0.149962445,0.696829277,-0.36501154,-0.04461562,-0.026535138,0.142875618,0.010405449,0.679000393,1.097545084,0.538071931,-0.918544615,-0.192691608,0.119457722,0.583890491,-0.34385349,-1.877854152,-0.069112616,0.931372554,0.297822723,-0.85508763,-0.043500252,0.074474863,302,0
26785,-1.265818708,0.11617736,3.556797979,0.969916288,-0.674008612,1.116540765,-0.702217459,0.777004061,0.935313034,-0.554471705,-1.765104681,-0.328299028,-1.352257002,-1.288897122,-2.179375515,0.167983929,0.225269236,-0.554574453,-1.397156404,-0.033654951,0.065582536,0.560616661,-0.280932921,0.127217118,0.282205824,1.106313164,0.272505058,0.124916596,14.67,0
26786,-0.756680091,0.874546812,0.955532534,-0.71819916,0.57483164,-0.723651022,1.279564215,-0.071904789,-0.929199887,-0.408427292,1.025742404,0.815309027,0.33471345,0.410886331,-0.612341342,0.442477728,-0.901873577,-0.215123943,-0.054532611,0.215586994,-0.25230564,-0.859201147,0.096317636,-0.006815168,-0.157886186,-0.027486226,0.247139411,0.17200377,63.9,0
26788,-0.749143208,0.359498653,0.567888873,3.067623756,0.384632416,0.198483719,0.770841985,-0.055417258,-1.268449527,1.241084022,0.658134153,0.410682207,0.212842134,0.272181449,-0.450797963,-0.230445651,-0.119181281,0.363586437,1.361688756,0.111014494,0.043632865,0.455828575,-0.060467619,0.054332922,-0.535628371,0.194518585,0.446374171,0.081024278,190,0
26789,-1.402818102,1.416275465,1.476624044,1.432138794,-0.143015911,-0.651753241,1.063022099,-0.045612398,-1.092071428,0.271842024,-0.580022641,-0.277353457,-0.149486512,0.155898161,-0.229555796,0.806635149,-0.781919075,-0.228021075,-1.847228055,-0.362002328,0.181614034,0.406132201,-0.152747536,0.699578997,-0.033255544,-0.21716822,-0.590379721,-0.132483231,73.39,0
26789,1.257911375,-0.69150889,0.109764898,-0.643409469,-0.850023281,-0.692517866,-0.390241585,-0.139523089,-0.835595546,0.597041815,-0.113081858,-0.790190921,-0.327370485,0.069069562,0.968181556,0.728617852,0.599357094,-1.765499049,0.143241122,0.13756851,0.273433652,0.591133388,-0.135213394,0.111958725,0.518651999,-0.092524076,-0.004838141,0.01742595,75.85,0
26790,-0.510225057,0.181672437,1.449476849,-1.93920359,0.559337089,-0.69759142,0.982108368,-0.572913223,-1.73728184,0.632680938,1.925207458,0.085428543,0.432829534,-0.367464081,-0.679161179,0.519729668,0.012621439,-1.671304951,-0.03004709,0.146398202,0.27425008,1.008818423,-0.432497832,0.277242816,0.255430652,-0.306282107,-0.381809132,-0.381948899,15,0
26790,1.108943785,-0.323946731,1.315095809,0.814323934,-1.256370292,-0.123153056,-0.80277096,0.280073753,0.855116235,-0.036491018,0.924254984,0.498291461,-1.387908697,0.064795351,-0.370425337,0.36256965,-0.275927961,0.355889323,0.178925573,-0.16500971,-0.037315982,-0.031821111,0.053549866,0.548578347,0.150074349,0.289934149,0.003344545,0.017692369,16.35,0
26792,-2.146755013,0.94084922,2.886888952,0.947054473,-1.679850711,1.054951993,-0.306994217,0.653847888,0.811569675,-0.304003007,-1.748577772,0.680756799,0.618339081,-1.59125939,-2.608169491,0.505089371,-0.05796955,-0.352205882,-1.022459333,-0.360006902,0.079149096,0.622527942,-0.248208887,0.500969569,0.402139165,1.020444403,-0.417340999,0.040448104,104.68,0
26793,0.022993536,0.211433371,0.217591308,-1.726578523,0.292111781,-0.833093262,0.665667202,-0.21149092,-1.472533515,0.199304757,-0.92383467,-0.416250837,0.169555479,0.234402392,0.050714494,-1.616865451,-0.092145614,0.434616391,-1.531510863,-0.593137012,-0.215622884,-0.127919003,0.096917997,-0.252139955,-1.082599693,0.766867777,0.142106378,0.204139685,9,0
26794,1.227560815,-0.095053259,0.20275538,-0.305038347,-0.237523116,-0.174724721,-0.217687755,0.081011278,0.040754353,-0.061282525,1.373175131,0.767818976,-0.147478852,0.48239643,0.73460165,0.265919419,-0.383771981,-0.318455862,0.126047204,-0.083452562,-0.052019361,-0.151745594,0.021275971,-0.240746819,0.173156759,0.992941534,-0.073752913,-0.012895255,6.92,0
26794,1.155326365,-0.337447565,1.097054024,0.689880558,-1.016330675,0.165991613,-0.833485276,0.325263934,0.923562703,-0.027247935,0.414829728,0.213918311,-1.502875126,0.073271198,-0.310400507,0.525811636,-0.456654627,0.55263923,0.381577752,-0.171504805,-0.077399323,-0.142814269,-0.005934698,-0.002412441,0.215308408,0.324673986,0.002307449,0.010893844,11.5,0
26794,-1.596417133,1.438284379,0.842365186,0.141842511,-0.83762299,-0.838280701,0.021100536,0.854586376,-0.624441484,-0.524801916,0.0886381,0.717890442,0.386993711,0.70435973,0.9846503,-0.014028498,0.383327135,-0.952496528,-0.589062532,-0.024771821,-0.114537275,-0.419980683,0.143929212,0.600956249,-0.239657018,0.076004831,0.200358689,-0.014126108,49.99,0
26796,1.316772019,-0.350165286,0.548787093,0.446152867,-0.638855081,0.085912063,-0.483762934,-0.060420673,-0.589165095,0.5832703,-1.497963273,0.525588876,1.443258737,-0.522802008,-0.283501035,-1.472439198,-0.220394769,0.931769334,-0.4054218,-0.421997832,-0.734479268,-1.473315294,0.058980457,-0.495015503,0.401124529,-0.592133243,0.075699594,0.034632019,26.98,0
26796,-2.193549173,1.756825006,0.561366075,-0.233438615,-0.185404338,-0.428551086,0.33320082,0.320070437,0.340684707,1.191673793,1.926078226,0.747945659,-0.181304364,-0.449511412,0.562418215,0.189110193,0.115161402,-0.217077126,-0.318877178,0.33676556,-0.315356883,-0.501555674,0.205585642,0.154580398,-0.087393542,0.034431271,-0.005467542,0.139572493,14.99,0
26796,-1.26984272,1.190119659,2.216245803,-0.153300082,-0.551726801,-0.324560252,0.243801768,0.280177579,0.276453465,0.148606752,-0.090633436,-0.574298522,-1.192304744,0.067661752,1.565620013,0.060456188,-0.034382758,-0.395312679,-0.634751237,0.276892117,-0.112753057,-0.137999012,-0.080673222,0.37464812,0.084881795,0.287515066,0.503875649,0.25396609,8.99,0
26798,-3.001834281,-4.921989818,2.109357406,1.571085411,2.413658414,-0.888154663,-2.768403011,0.723264174,1.67249918,-0.012436478,0.03892017,0.85150236,-0.920235831,-0.795784288,-1.49847147,-1.03735624,0.697252711,0.156769411,1.693607522,1.484074159,0.490607938,0.586325673,1.288472625,-0.237106273,-1.319858618,1.018999627,-0.096011785,0.100123273,200,0
26799,1.258946645,0.410937371,0.320263648,0.68428793,-0.302059028,-1.052872557,0.135809815,-0.245423765,-0.079385899,-0.304038077,0.055625706,0.627807539,0.968715789,-0.43570081,1.012814524,0.445166387,-0.049648579,-0.38866232,-0.201110477,-0.034865278,-0.279969285,-0.769664366,0.120573032,0.360084112,0.242247417,0.092355884,-0.018059845,0.032206111,0.89,0
26799,1.144915335,-1.576920222,1.028819986,-1.176689322,-2.066806886,-0.347006996,-1.265968613,-0.023116157,-1.59394084,1.275032128,0.101836281,-0.392363679,1.098807115,-0.617631033,1.134179168,-0.391223099,0.689140291,-0.275062987,-0.980473581,-0.037484293,-0.0026917,0.1309207,0.026727645,0.394081365,0.020001358,-0.227098878,0.058214841,0.059419762,152.65,0
26800,-3.09904632,-1.46326332,0.357218733,4.041483536,1.379224603,-0.913858886,0.031760748,-0.415697222,-0.056867937,1.222978899,-0.537839538,-0.164606545,0.439701357,-1.750308492,0.07033356,-0.10192687,1.054088407,0.203891095,1.236817558,-1.560606259,-0.439895927,0.715823918,1.456832457,0.369534471,-0.739002978,0.114422737,-0.349903449,1.150251589,0,0
26801,1.165994076,0.218756373,0.244594067,1.152834923,-0.329371566,-0.955910622,0.256307364,-0.230216844,0.013781417,0.002996432,-0.437108804,0.063430921,-0.22957596,0.444906353,0.950848785,0.066622541,-0.413121109,-0.113097157,-0.380301239,-0.076124522,0.049090183,0.085103159,-0.132563092,0.388046896,0.665400058,-0.331642871,0.004519,0.026885239,45,0
26801,-2.978689565,2.970864637,0.569972639,-0.629145997,-0.328428384,-1.250419554,1.288408369,-0.643411909,2.459953091,4.023318749,0.64151481,-0.220490067,-0.132797903,-1.959925228,1.18516142,-0.238941622,-0.326345354,-0.526274446,-0.55920823,1.839461084,-0.836567998,-0.786581232,-0.010989301,0.613375212,0.29946724,-0.033615922,0.553933681,-0.282487449,17.99,0
26802,-3.65343795,-0.855276748,-0.056989551,3.998192656,0.144225569,-0.387753454,0.395859983,-0.071995474,-0.15304951,1.114650085,-0.538594775,-0.09394158,0.511894528,-1.605958758,0.215043002,0.122747545,1.222162794,0.187879205,1.229827211,-1.769232261,-0.631734763,0.414121794,1.531233628,0.366238898,0.303086491,0.289525169,-0.430648976,0.852932797,104.97,0
26803,-1.306671547,-0.148253026,0.217638482,-0.679410719,0.37357884,0.053990163,2.061329053,-0.078058902,-0.929495293,-0.629210794,0.233759276,0.362468169,0.30864414,0.44414201,-0.499903464,0.75082757,-1.211203657,0.203170207,0.195605701,0.893460055,-0.128234898,-1.063657772,0.691428084,-0.900837592,0.069791926,0.017098023,0.139881197,0.187463177,342.4,0
26804,1.160956779,1.265621344,-1.57647298,1.472987964,1.162172691,-1.013532357,0.658132827,-0.152623809,-0.847325937,-1.45249858,2.893923101,0.774149214,0.663505808,-3.333720643,0.523297806,0.89781129,2.682612639,1.269314146,-0.912261753,0.002465576,-0.120364506,-0.204996853,-0.203189095,-0.28217153,0.785278137,-0.284957991,0.058399125,0.085435881,1.79,0
26807,1.21443304,-1.088090775,-0.958166952,-3.037316552,1.071301725,3.180811066,-1.124555877,0.882711356,2.325958563,-1.596101032,-0.089356155,0.833221255,0.049355871,-0.016383565,1.850106531,-0.535181584,-0.509304925,0.862091006,1.361576483,0.161589514,0.133139344,0.417512622,-0.25233297,1.063051855,0.818325655,-0.63186118,0.09611531,0.036162302,68.72,0
26808,-0.833727834,0.609099537,1.758256746,0.31771002,-0.173549247,-0.797549353,0.839345442,-0.084653453,-0.223895639,-0.544564603,-0.394975531,0.696674596,0.676676811,-0.321371537,-0.529385365,-0.548506069,0.127788711,-0.711533598,0.243428196,0.337387866,-0.098191219,-0.160230946,0.075366068,0.75127525,0.005808075,0.214385237,0.293829204,0.187827321,73.63,0
26810,1.179880018,-0.076040098,-0.487917914,-0.407628126,0.372876432,-0.094562042,0.304329036,-0.060862373,-0.338867715,-0.098017223,1.081519193,1.008736497,0.525739127,0.564348625,0.399629362,0.131093626,-0.460762417,-0.718040764,0.582950492,0.081126256,-0.320838612,-1.063811902,0.003319117,-0.792589557,0.212007824,0.794161782,-0.106072708,-0.012395616,64.8,0
26811,-0.49181648,0.828259617,0.332215001,-0.086958729,2.471284492,3.902800183,0.574363267,0.602609564,-0.812192047,0.107033628,-0.134224782,-0.534394205,-0.028107496,0.185486038,1.575815313,-0.094261488,-0.673882599,0.645560598,1.09404932,0.26675712,0.036862889,0.134905846,-0.400244012,1.018136671,0.592803746,-0.124508658,-0.18556042,-0.169402849,59.7,0
26812,0.764630082,-0.375998533,0.201828397,1.202304262,0.402484492,1.7459504,-0.164797141,0.57976733,0.045479712,-0.146570817,1.852308778,1.36662044,-0.521675838,0.433293614,0.086955102,-1.472278467,0.956204206,-1.921303952,-1.303225968,-0.076178013,0.105612825,0.356444459,-0.070982489,-0.999491753,0.341783855,-0.242097706,0.068322275,0.01316788,119,0
26813,-1.6173138,-1.886500629,-0.489407035,1.181529748,-0.289210626,5.659745706,0.491399198,1.606729633,0.691479117,-1.095695791,-1.561318283,0.355708916,-0.015756757,-0.548199774,-1.247340866,-0.420782569,0.232698271,0.830373771,1.401782896,1.458522548,0.525091129,0.552183783,1.543480664,0.978591828,-0.725637076,-0.323339206,0.042198672,0.179455534,637,0
26813,1.110580334,1.040250616,-1.651837132,1.449414956,1.135288305,-0.598133916,0.423644936,0.119520498,-0.497555205,-1.42944928,2.72780001,-0.381295201,-1.69914519,-2.837993727,1.034788604,0.708833226,3.102025516,1.099125064,-1.263865369,-0.175540886,-0.117308656,-0.280194079,-0.145879124,-0.651009972,0.630154133,-0.24790812,0.059381856,0.077439902,3.99,0
26814,-1.178745884,0.895080865,0.873416088,-1.89067551,-1.067448137,-1.147716533,1.097157843,0.042569978,0.724171326,-1.897860917,-0.405785525,0.939430505,0.131580473,0.206165565,-0.011554894,-0.57666431,-0.075092075,-0.373714389,-0.101462686,-0.403954541,-0.028877112,-0.035488883,-0.017665331,0.723365664,0.087228034,-1.080589287,-0.160443216,0.021178848,128.96,0
26815,-0.420297039,0.483617495,0.868779501,-2.04557854,0.452420987,-0.324836632,0.618528862,-0.13582782,-1.580131729,0.00653917,-0.835254804,-0.715016986,0.645099097,-0.238284104,0.098770608,1.004170631,0.03913868,-2.070104274,0.202045913,0.02525416,-0.115853484,-0.502884898,-0.089658988,-0.78447319,-0.139855492,-0.644991367,-0.037222457,0.10000304,8,0
26816,0.643480039,-1.820128044,-0.207630712,-0.655957464,-1.012278852,0.214573029,-0.188723341,-0.063749412,-1.012916584,0.620627822,0.280408204,0.434529177,0.961138512,0.13202481,0.488460632,-0.434101064,-0.823934941,1.741650268,-0.155757579,0.419259162,-0.386332557,-1.59419064,-0.254725933,-0.813948961,-0.12034582,0.756264684,-0.120382217,0.067212918,406.5,0
26816,-0.343592185,1.049866093,1.272702827,0.07382528,-0.065661617,-1.013702052,0.633178954,-0.01031956,-0.227916782,-0.478414247,-0.398727408,-0.664179937,-0.98339829,-0.210019682,1.014687823,0.433765152,0.071726934,-0.003896558,-0.083707478,0.042911711,-0.276425645,-0.7794455,-0.002191243,0.304167384,-0.198011044,0.075560822,0.238516255,0.09596271,2.67,0
26816,-0.466951044,0.292136522,0.647984254,1.128604178,0.880200465,0.899669069,0.402410575,0.320047681,-0.382430611,0.107663279,0.123275982,0.707898152,0.354411668,0.058087051,-0.409099461,-0.633583358,-0.085939676,0.160173257,1.343506151,0.436961522,-0.010601881,0.084358531,-0.008691209,-1.144383994,0.201528721,-0.166350663,0.287718973,0.065145602,84,0
26818,1.245282313,-0.034666221,0.596127914,-0.052307306,-0.746731096,-1.00526609,-0.13080499,-0.213879841,0.28236794,-0.243456293,-0.104170736,0.613520267,0.866858051,-0.011573021,1.173308577,0.374966414,-0.406162515,-0.504171158,0.018365315,0.021985785,-0.113596739,-0.323303208,0.069665417,0.451019478,0.135260209,0.900668409,-0.069642444,0.014343676,22.21,0
26819,-0.746643742,0.4679453,1.36915795,0.138324195,0.257977303,-1.08182968,0.254410289,0.171613195,-0.436162459,-0.275056847,1.438518718,0.004011553,-1.310783093,0.065271147,0.342298824,0.573723473,-0.085006443,0.472295877,0.130809592,0.187016105,-0.167146041,-0.676778477,0.137870646,0.444467878,-0.23635245,0.045918174,0.211615065,0.097696465,17.99,0
26819,-2.197163021,-1.058879492,1.993563912,0.727789047,1.906719226,-0.955103093,-0.243528902,0.360956197,-0.524236014,-0.605535992,1.083786293,0.977196879,-0.497030898,0.249102325,-1.263686493,-0.48593433,-0.064904058,-0.352433734,-0.578172919,0.407581027,0.190101966,0.01484578,0.117484558,0.216674595,0.70306612,-0.417409008,-0.02968748,0.088667447,61,0
26820,1.446889996,-1.137890008,0.465059038,-1.415619755,-1.509219593,-0.617404502,-1.014655497,-0.166395739,-1.733937259,1.388704303,-0.845977802,-0.923594569,0.778002489,-0.430023888,0.779483046,-0.044703275,0.237366727,0.068782324,-0.067837032,-0.202887303,-0.371428047,-0.813700807,0.074442134,-0.166461243,0.185641908,-0.384366378,0.034608064,0.033198363,60,0
26820,1.206778286,0.533630054,0.299048976,2.512936169,-0.134975072,-0.761098155,0.25955988,-0.099454603,-0.607273372,0.772267139,-0.897579819,-1.196240949,-2.065716455,0.826974862,0.520957814,0.560030199,-0.410421803,-0.189115991,-0.900538244,-0.286937853,-0.07078426,-0.335420619,-0.029563811,0.324531418,0.538972078,0.013264814,-0.041569329,0.011739304,6.05,0
26821,1.313364244,0.078507405,-1.291610177,-0.484039749,2.14033192,3.181171669,-0.506491527,0.805143169,-0.073942446,-0.216917873,0.131560596,-0.028191045,0.011265457,-0.113167885,1.299870017,0.81266365,-0.495515789,0.166249785,0.175524359,0.030514383,-0.343336709,-1.147928268,0.096239541,0.946065304,0.370113138,0.110741922,-0.021630654,0.023448589,0.89,0
26821,1.371742955,-0.3517675,0.739459379,-0.590555817,-1.176694691,-1.197080817,-0.447886806,-0.289836452,-0.982351364,0.564750434,0.323898181,0.265325574,1.420712277,-0.401541334,0.617412664,1.067818786,0.273502055,-1.851367132,0.483436997,0.152410427,-0.056927928,-0.232708093,0.153431962,0.721465967,0.229977077,-0.50481338,0.018461898,0.029779201,15,0
26821,-0.539524607,0.760947358,2.218759104,2.119635675,-0.08787054,0.742689212,0.453425084,0.228865217,-0.757985791,-0.043719316,-0.726846192,0.495548424,1.083035478,-0.639445038,-0.507817218,0.023002425,-0.132646554,-0.536716027,-1.109837702,0.103395932,0.227038033,0.743112391,-0.047794207,0.124017282,0.092594528,0.132593989,0.052915696,0.038992988,76.03,0
26822,-0.545251813,0.718874586,-0.054149553,-1.525725925,2.821101918,3.146498702,0.237898634,0.891549641,-0.642386354,-0.889164315,-0.124141472,-0.347373835,-0.159051994,-0.233864239,0.689479312,0.94041021,-0.717611044,0.277925654,-0.300675928,0.039464752,-0.246100978,-0.976297474,-0.095600749,0.934270972,-0.062571309,-0.041803401,0.051109502,0.11713282,1.29,0
26823,-2.149852749,0.020279816,1.811579096,-0.041755284,0.041080966,-0.732636038,0.400012934,-0.233892238,0.39984233,0.773658444,0.464657039,-0.010599138,0.172928593,-0.378962036,2.062722505,-0.560300932,0.265298629,-0.771090075,0.740088046,0.255779705,-0.288385172,-0.030805587,0.399259127,0.45217237,0.081518697,1.090324684,-0.055461242,0.493490054,30.02,0
26825,-0.82217177,0.462945884,1.61073307,0.367516022,0.702717499,1.202951259,1.118781051,0.211590105,-0.548453909,-0.553040245,0.67673256,-0.113071909,-0.818095395,0.362620423,1.892368685,-1.478897688,0.859148383,-1.92525981,-1.845437289,0.078346321,0.260469764,0.83658146,0.085537903,-0.655622072,-0.060877519,-0.271709167,-0.042984531,-0.123643985,115,0
26825,1.502425922,-1.125058732,0.141382282,-1.580959576,-1.25778685,-0.325929714,-1.08144672,-0.003792141,-1.90575346,1.635255147,0.432939568,-0.956855232,-0.480337023,0.052636804,0.030168644,0.044856171,0.066361692,0.805079211,0.307419635,-0.336951757,-0.212743302,-0.327160575,-0.060104444,-0.394706113,0.41072784,-0.179389728,0.016398834,0.003732526,25,0
26825,-1.058172498,0.418275356,2.044163103,0.308963557,0.690771189,-0.138189086,0.719987648,-0.110329221,0.189516811,-0.564662081,-0.807596732,0.137927675,-0.368390485,-0.48478059,-0.837162059,-0.578635265,-0.112132627,-0.790235245,-1.026391084,-0.199951597,-0.005454349,0.320856815,-0.37385178,0.101830699,0.351233037,-0.438108841,-0.151767751,-0.129874395,28.7,0
26826,-0.618169682,-0.333712278,0.951495267,-2.000836472,0.41377019,-0.091101442,0.453263502,-0.043873704,-1.283578868,0.533595731,0.809639806,-0.614831205,-0.316742231,-0.168468176,-0.365570951,1.185138098,-0.296626579,-0.973204971,0.087169892,0.446208566,0.328204288,0.891793675,-0.073634635,-0.656950754,-0.071881956,-0.297448512,0.166159394,-0.031419311,80.45,0
26828,1.124509577,-0.131601659,0.496310647,0.695754661,-0.420642181,0.054927883,-0.261304805,0.207528481,0.365409789,-0.041539336,1.069548857,0.66700933,-1.234162975,0.375846458,-0.538568976,-0.325974882,0.122394017,-0.530999239,0.154027986,-0.18940081,-0.158868319,-0.353154946,0.033141409,0.02038568,0.310143723,0.284269139,-0.018774659,-0.001256401,17.51,0
26833,-0.389989044,-0.135617,2.665640845,0.95726593,-0.735469381,0.951508641,-0.204614573,0.177284301,-0.337468849,0.375309666,-1.440714982,-0.18062097,-0.714191525,-0.983360589,-1.390128893,-3.192734675,1.360772467,0.361231045,0.577664065,-0.321844574,-0.732412211,-1.077304457,0.020854824,0.024417405,-0.234172679,-0.408019924,0.045792739,-0.096821529,30,0
26833,0.949727371,-1.010681977,1.849968005,0.646993938,-1.476114964,1.660180209,-1.666618815,0.841291136,2.026753403,-0.482671113,0.529313985,0.912224745,-1.587437834,-0.76236833,-1.377336338,-0.697490158,0.774037846,-0.428149474,-0.018624468,-0.199218998,0.149458957,0.878660974,-0.06938882,-0.201331582,0.132360978,0.965479418,0.061514652,0.00957737,32.37,0
26833,-20.53275108,12.37398914,-23.00900291,6.144820978,-15.587296,-4.384490669,-15.93900269,13.69641612,-3.948454919,-8.789723363,5.612347108,-7.914422366,0.307819968,-8.328600888,-0.006979295,-6.824524172,-13.31607919,-4.921612087,1.188204208,1.592753931,1.754607609,-1.466115253,-0.856778636,0.125776576,1.40258699,-0.223754857,1.574248735,0.469200693,99.99,1
26836,-1.957588804,-1.73098399,2.629300934,-1.206347983,0.527343956,-1.590406849,-1.547321489,0.339491232,-0.416021957,0.095897405,-0.895960006,-1.009970468,-0.514303436,-0.688560254,-0.077335554,1.313282966,0.165015566,-0.807712234,-0.046131808,0.644219644,0.445863465,0.825874634,-0.050375974,0.410972348,0.588094058,-0.110503914,0.241444114,0.161709166,9.62,0
26839,-0.545325513,1.102263412,0.988798217,0.664670643,0.116241382,-0.106631733,1.013733603,-0.077326351,-0.826132348,0.188421485,1.022639526,0.791985535,0.672653451,0.314147668,0.29037103,-0.056544475,-0.61645296,0.625682686,0.805560715,0.194428198,0.158459391,0.59744882,-0.143948125,0.036791576,-0.152499829,-0.327566251,0.310287796,0.200872352,77.9,0
26839,-0.062624625,-0.121340872,-0.203484774,-3.271748054,2.109346616,3.196455576,0.08289475,0.611362075,1.614275296,-1.656435723,-0.290236118,0.49083979,-0.27881325,-0.143776917,0.963918102,-1.689727345,0.067600267,0.50188948,2.655499631,0.224691533,-0.025351773,0.349721179,-0.369669431,1.067117012,0.261214495,-0.659883503,0.052167662,-0.086904969,9.95,0
26840,-0.038729688,-2.297851211,0.531093414,0.632389954,-1.654370044,0.369730189,-0.072523262,0.14654323,0.590608932,-0.411372447,1.505680648,1.071170538,-0.095813702,0.063733232,0.328499397,0.297360474,-0.122597947,0.010671101,-0.394688443,1.123656575,0.526296625,0.295351946,-0.513589144,0.341546314,-0.144975854,1.044988875,-0.137481463,0.107966373,608.79,0
26840,-0.081501139,-0.851165642,1.480417461,-2.223838935,-0.945418215,0.552764581,-0.178119256,0.054305704,-2.221047699,1.271631878,0.60607534,-1.363795973,-0.746335566,-0.270072644,0.313462356,-0.17923276,0.173973424,0.512186563,0.080757729,-0.066391894,-0.272705705,-0.520663736,0.191697574,-0.767268079,-0.339315345,-0.422356407,-0.125418922,-0.204733226,108,0
26842,1.082056138,-0.109533605,1.385093311,1.377841528,-1.000742441,0.065501085,-0.657617145,0.232054477,0.933600349,-0.234013405,-0.352917612,0.436720407,-0.493688173,-0.221402441,0.455210707,-0.28895286,0.175351014,-0.563104631,-0.690839157,-0.201410088,-0.017081415,0.164306331,0.068569542,0.385761364,0.282179262,-0.397892532,0.086131563,0.037516187,11.5,0
26842,-0.450916008,0.967923958,1.577499176,-0.083488686,-0.001257902,-0.701235286,0.636835812,-0.05882175,-0.75006354,-0.198230114,1.50156044,0.942777266,0.355766732,0.290024085,0.011489949,0.288027619,-0.622707639,0.039528256,0.252316309,-0.043121844,-0.041964671,-0.226271592,0.065219427,0.533099477,-0.761579522,-0.06598829,-0.019046155,0.155771849,2.68,0
26843,-0.74670726,0.622965199,2.876739784,2.325679547,-1.190144523,1.571113918,-0.025758494,0.447179395,0.248594431,0.126593197,-0.0073757,0.947230823,-0.122947423,-1.185097862,-2.943587734,0.100383636,-0.118822773,0.274090669,0.02552816,-0.187632648,0.045158334,0.496092506,-0.189171699,0.381212861,-0.03316355,0.043269347,-0.103544627,-0.005650822,107.74,0
26844,-1.440526633,-0.559676069,1.183663407,2.899408507,-3.108365455,3.437540788,3.022003573,-0.13126614,-0.197714862,-0.463747916,-1.597579402,0.264615646,1.110653376,-1.249887986,-1.270733121,-0.214047797,0.188770811,-0.289516652,0.030979395,0.1409757,0.124022843,0.962594894,0.369387682,-0.345740727,-0.210103427,0.282782276,0.466149679,-0.020152565,843.4,0
26845,1.167242928,0.134955885,0.607072904,0.728414461,-0.68621357,-1.169983786,0.108950278,-0.22926058,0.036251409,-0.079580771,0.056973231,0.415871247,0.146147194,0.290621239,1.025452468,0.217754952,-0.296321865,-0.627104969,-0.252913512,-0.03771462,-0.215369826,-0.712982909,0.146405007,0.705039491,0.156536299,0.070860115,-0.036239837,0.028383468,37.99,0
26847,1.06622755,-1.078697418,1.474900211,-0.326974428,-2.145494317,-0.739479173,-1.053996252,-0.071656948,-0.378754663,0.542979832,0.021543679,0.442523181,1.269746822,-0.510824512,1.376064,-0.802325617,-0.200007902,1.370680117,-1.415912625,-0.171999801,-0.049217616,0.145988811,0.028983533,0.984738957,-0.127239089,1.067098772,-0.017774891,0.054942803,125.9,0
26849,-2.693420305,2.337264132,-0.303612151,2.352796068,0.091536159,-0.544235348,1.281667891,-0.459579329,0.769469298,5.066571956,1.605967592,-0.218292956,-0.905723517,-0.349305696,0.437613518,-0.569193456,-0.433950178,0.141551662,0.718868108,1.263152857,-0.403417558,0.522401018,-0.13603788,0.515889284,-0.678903472,0.004672017,0.717001194,0.307317168,56.27,0
26850,-1.38154273,-0.284854718,1.195058604,1.194689763,-0.011683181,-0.910917731,1.560732522,-0.747991802,0.08808316,0.615409202,-0.143139218,-0.737276946,-1.000286896,0.015579878,1.296116787,-0.44965542,-0.28239545,0.064318381,0.324693975,0.051959879,-0.034434963,0.493931351,0.063158514,0.719227623,-0.253842893,-0.403394066,-0.144688004,0.031299003,229.63,0
26851,-5.7056671,5.656030663,-1.328930804,-1.159388904,0.576818925,-0.845000014,2.6798812,-1.990308595,6.756717365,11.70835808,1.296742963,-0.596684546,-0.312952486,-3.766273855,1.672018107,-2.370950664,-1.202680956,-1.336625841,-0.851485748,4.692883064,-1.282584215,0.371652394,0.018423313,-0.035814608,0.47134445,-0.590561605,1.49428607,-0.67593735,3.82,0
26852,1.207315419,-0.028825188,-0.211619647,0.763213414,0.367964049,0.600101091,-0.063088994,0.151569849,0.257969346,0.067630435,-0.557846946,0.132924917,-0.570993467,0.366865964,-0.267273691,0.582355635,-1.029332356,0.696673726,0.860338235,-0.043191975,-0.253341609,-0.769807107,-0.236557704,-1.42660035,0.692122177,-0.426037126,0.010320747,0.004005291,49.45,0
